"","year","selling_price","km_driven","fuel","seller_type","transmission","owner"
"3781",2015,480000,50000,"Petrol","Individual","Manual","First Owner"
"3782",2016,330000,30000,"Petrol","Individual","Manual","First Owner"
"3783",2017,500000,20000,"Petrol","Individual","Manual","First Owner"
"3784",2012,300000,60300,"Diesel","Individual","Manual","First Owner"
"3785",2015,400000,35000,"Diesel","Individual","Manual","First Owner"
"3786",2011,320000,80000,"Diesel","Individual","Manual","First Owner"
"3787",2008,180000,44391,"Petrol","Individual","Manual","Second Owner"
"3788",2016,530000,58000,"Diesel","Individual","Manual","First Owner"
"3789",2015,600000,40000,"Diesel","Individual","Manual","First Owner"
"3790",2017,780000,66000,"Diesel","Individual","Manual","Second Owner"
"3791",2016,700000,110000,"Diesel","Individual","Manual","First Owner"
"3792",2013,175000,56315,"Diesel","Individual","Manual","First Owner"
"3793",2017,735000,70000,"Diesel","Individual","Manual","First Owner"
"3794",2013,325000,120000,"Diesel","Individual","Manual","First Owner"
"3795",2006,225000,100000,"Diesel","Individual","Manual","First Owner"
"3796",2015,350000,90000,"Diesel","Individual","Manual","Second Owner"
"3797",2006,110000,120000,"LPG","Individual","Manual","Third Owner"
"3798",2007,85000,160000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3799",2006,150000,100000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3800",2009,225000,120000,"Diesel","Individual","Manual","Third Owner"
"3801",2010,111000,100000,"Diesel","Individual","Manual","Second Owner"
"3802",2007,150000,70000,"Petrol","Individual","Manual","Third Owner"
"3803",2017,300000,15151,"Petrol","Individual","Manual","Second Owner"
"3804",2015,630000,60000,"Diesel","Individual","Manual","First Owner"
"3805",2011,206000,100000,"Petrol","Individual","Manual","First Owner"
"3806",2006,70000,110000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3807",2019,567000,7000,"Petrol","Individual","Automatic","First Owner"
"3808",2005,65000,35000,"Petrol","Individual","Manual","First Owner"
"3809",2016,550000,60000,"Diesel","Individual","Manual","Second Owner"
"3810",2010,140000,70000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3811",2016,300000,30000,"Petrol","Individual","Manual","First Owner"
"3812",2013,500000,70000,"Petrol","Individual","Manual","Second Owner"
"3813",2015,400000,128000,"Petrol","Individual","Manual","First Owner"
"3814",2011,340000,160000,"Diesel","Individual","Manual","Second Owner"
"3815",2012,850000,120000,"Diesel","Individual","Manual","Second Owner"
"3816",2014,570000,15000,"Diesel","Individual","Manual","First Owner"
"3817",2017,699000,60000,"Diesel","Individual","Manual","First Owner"
"3818",2013,355000,80000,"Petrol","Individual","Manual","First Owner"
"3819",2016,690000,80000,"Diesel","Individual","Manual","First Owner"
"3820",2006,180000,114321,"Diesel","Individual","Manual","Second Owner"
"3821",2013,200000,120000,"Diesel","Individual","Manual","First Owner"
"3822",2012,575000,120000,"Diesel","Individual","Manual","Second Owner"
"3823",2014,415000,146000,"Diesel","Individual","Manual","First Owner"
"3824",2012,350000,30000,"LPG","Individual","Manual","First Owner"
"3825",2017,350000,20000,"Petrol","Individual","Manual","First Owner"
"3826",2017,632000,150000,"Diesel","Individual","Manual","First Owner"
"3827",2014,325000,70000,"CNG","Individual","Manual","Second Owner"
"3828",2013,511000,90000,"Petrol","Individual","Manual","Second Owner"
"3829",2010,300000,100000,"Petrol","Individual","Manual","Third Owner"
"3830",2005,70000,188000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3831",2008,180000,100000,"Petrol","Individual","Manual","Third Owner"
"3832",2017,2711000,9000,"Diesel","Dealer","Automatic","First Owner"
"3833",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner"
"3834",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner"
"3835",2015,503000,110000,"Diesel","Individual","Manual","First Owner"
"3836",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner"
"3837",2016,2000000,68089,"Petrol","Trustmark Dealer","Automatic","First Owner"
"3838",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner"
"3839",2018,740000,38817,"Diesel","Dealer","Manual","First Owner"
"3840",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner"
"3841",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner"
"3842",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner"
"3843",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner"
"3844",2018,600000,69779,"Petrol","Dealer","Automatic","First Owner"
"3845",2017,450000,56290,"Diesel","Dealer","Manual","First Owner"
"3846",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner"
"3847",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner"
"3848",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner"
"3849",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner"
"3850",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner"
"3851",2017,730000,37333,"Petrol","Individual","Manual","First Owner"
"3852",2014,450000,15000,"Diesel","Individual","Manual","Second Owner"
"3853",2012,550000,330000,"Petrol","Individual","Manual","Second Owner"
"3854",2017,420000,60000,"CNG","Individual","Manual","First Owner"
"3855",2016,509999,80000,"Diesel","Individual","Manual","Second Owner"
"3856",2015,905000,110000,"Diesel","Individual","Manual","First Owner"
"3857",2010,240000,134000,"Diesel","Individual","Manual","Second Owner"
"3858",2011,140000,72000,"Petrol","Individual","Manual","Second Owner"
"3859",2006,300000,140000,"Diesel","Individual","Manual","Second Owner"
"3860",2015,300000,80000,"Petrol","Individual","Manual","Second Owner"
"3861",2010,225000,120000,"Diesel","Individual","Manual","Second Owner"
"3862",2015,860000,90000,"Diesel","Individual","Manual","Second Owner"
"3863",2012,400000,100000,"Diesel","Individual","Manual","Second Owner"
"3864",2009,190000,90000,"Petrol","Individual","Manual","Third Owner"
"3865",2013,350000,140000,"Diesel","Individual","Manual","Third Owner"
"3866",2010,75000,120000,"Petrol","Individual","Manual","First Owner"
"3867",2019,860000,35000,"Diesel","Individual","Automatic","First Owner"
"3868",2014,250000,50000,"Petrol","Individual","Manual","Second Owner"
"3869",2017,700000,82000,"Diesel","Individual","Manual","First Owner"
"3870",2014,399000,70000,"Diesel","Individual","Manual","Third Owner"
"3871",2016,320000,90000,"Petrol","Individual","Manual","First Owner"
"3872",2015,2000000,60000,"Diesel","Individual","Automatic","First Owner"
"3873",2014,1100000,79000,"Diesel","Individual","Manual","Second Owner"
"3874",2011,750000,291000,"Diesel","Individual","Manual","Second Owner"
"3875",2010,750000,250000,"Diesel","Individual","Manual","Second Owner"
"3876",2018,530000,20000,"Diesel","Individual","Manual","First Owner"
"3877",2017,750000,53000,"Diesel","Individual","Manual","First Owner"
"3878",2017,560000,21500,"Petrol","Individual","Automatic","First Owner"
"3879",2017,450000,89000,"Diesel","Individual","Manual","First Owner"
"3880",2013,459999,35000,"Petrol","Individual","Manual","Second Owner"
"3881",2013,235000,43000,"Petrol","Individual","Manual","Second Owner"
"3882",2009,180000,80000,"Petrol","Individual","Manual","Second Owner"
"3883",2007,140000,80000,"Petrol","Individual","Manual","Second Owner"
"3884",2014,620000,110000,"Diesel","Individual","Manual","First Owner"
"3885",2012,190000,100000,"Petrol","Individual","Manual","First Owner"
"3886",2018,380000,25000,"Petrol","Individual","Manual","First Owner"
"3887",2019,1145000,20000,"Diesel","Individual","Manual","First Owner"
"3888",2017,540000,70000,"Diesel","Individual","Manual","First Owner"
"3889",2011,800000,197000,"Diesel","Individual","Manual","First Owner"
"3890",2006,150000,100000,"Petrol","Individual","Manual","Second Owner"
"3891",1995,55000,70000,"Petrol","Individual","Manual","First Owner"
"3892",2015,919999,140000,"Diesel","Individual","Manual","First Owner"
"3893",2008,75000,86000,"Petrol","Individual","Manual","Second Owner"
"3894",2009,135000,50000,"Petrol","Individual","Manual","First Owner"
"3895",2017,340000,40300,"Petrol","Individual","Manual","First Owner"
"3896",2010,525000,120000,"Diesel","Individual","Manual","Second Owner"
"3897",2016,411000,25000,"Petrol","Individual","Manual","Second Owner"
"3898",2010,150000,155000,"Petrol","Individual","Manual","Third Owner"
"3899",2015,575000,50000,"Petrol","Individual","Automatic","First Owner"
"3900",2017,595000,30030,"Petrol","Dealer","Manual","First Owner"
"3901",2017,525000,29029,"Petrol","Dealer","Manual","First Owner"
"3902",2012,335000,72072,"Diesel","Dealer","Manual","First Owner"
"3903",2012,300000,54000,"Diesel","Individual","Manual","First Owner"
"3904",2012,415000,82082,"Diesel","Dealer","Manual","First Owner"
"3905",2016,925000,48000,"Diesel","Individual","Manual","Second Owner"
"3906",2016,750000,20000,"Petrol","Individual","Manual","First Owner"
"3907",2018,1150000,49000,"Diesel","Individual","Automatic","First Owner"
"3908",2015,260000,35000,"Petrol","Individual","Manual","Third Owner"
"3909",2017,260000,67000,"CNG","Individual","Manual","First Owner"
"3910",2011,347000,80600,"Diesel","Individual","Manual","First Owner"
"3911",2013,195000,58609,"Petrol","Individual","Manual","Second Owner"
"3912",2016,265000,33003,"Petrol","Individual","Manual","First Owner"
"3913",2016,320000,43000,"CNG","Individual","Manual","Second Owner"
"3914",2016,590000,16500,"Petrol","Individual","Manual","First Owner"
"3915",2012,650000,138000,"Diesel","Individual","Manual","Second Owner"
"3916",2013,509999,165500,"Diesel","Individual","Manual","Second Owner"
"3917",2011,350000,120000,"Diesel","Individual","Manual","Second Owner"
"3918",2018,749000,30000,"Diesel","Individual","Manual","First Owner"
"3919",2010,150000,70000,"Diesel","Individual","Manual","Second Owner"
"3920",2001,33983,80000,"Petrol","Individual","Manual","Second Owner"
"3921",2003,58000,170000,"Petrol","Individual","Manual","Third Owner"
"3922",2011,200000,120000,"Diesel","Individual","Manual","Third Owner"
"3923",1998,210000,47990,"Diesel","Individual","Manual","Second Owner"
"3924",2014,240000,168000,"Diesel","Individual","Manual","Second Owner"
"3925",2017,515000,60000,"Diesel","Individual","Manual","Second Owner"
"3926",2008,145000,120000,"Petrol","Individual","Manual","Second Owner"
"3927",2016,450000,5800,"Petrol","Individual","Manual","Second Owner"
"3928",2010,179000,68700,"Petrol","Individual","Manual","Third Owner"
"3929",2007,220000,108000,"Petrol","Individual","Manual","Third Owner"
"3930",2020,500000,40000,"Petrol","Individual","Manual","First Owner"
"3931",2009,190000,100000,"Diesel","Individual","Manual","Second Owner"
"3932",2015,200000,40000,"Diesel","Individual","Manual","First Owner"
"3933",2018,850000,90000,"Petrol","Individual","Manual","First Owner"
"3934",2011,270000,60000,"Petrol","Individual","Manual","Second Owner"
"3935",2016,335000,17000,"Petrol","Individual","Manual","First Owner"
"3936",2018,459999,5000,"Petrol","Individual","Manual","First Owner"
"3937",2017,710000,60000,"Diesel","Individual","Manual","First Owner"
"3938",2015,330000,140000,"Diesel","Individual","Manual","Second Owner"
"3939",2017,1515000,15000,"Diesel","Individual","Manual","First Owner"
"3940",2018,750000,25000,"Petrol","Individual","Manual","First Owner"
"3941",2016,160000,50000,"Petrol","Individual","Manual","Second Owner"
"3942",2016,215000,60000,"Diesel","Individual","Manual","Second Owner"
"3943",2012,60000,40000,"Petrol","Individual","Manual","Second Owner"
"3944",2014,480000,72000,"Petrol","Individual","Manual","First Owner"
"3945",2012,140000,195000,"Diesel","Individual","Manual","Second Owner"
"3946",2012,200000,70000,"Petrol","Individual","Manual","First Owner"
"3947",2013,400000,83000,"Diesel","Individual","Manual","First Owner"
"3948",2012,180000,100000,"Petrol","Individual","Manual","Second Owner"
"3949",2015,550000,25000,"Petrol","Individual","Manual","First Owner"
"3950",2016,550000,50000,"Diesel","Individual","Manual","First Owner"
"3951",2012,550000,67000,"Diesel","Individual","Manual","First Owner"
"3952",2011,270000,30000,"Petrol","Individual","Manual","First Owner"
"3953",2013,315000,85000,"Diesel","Individual","Manual","First Owner"
"3954",2018,875000,25000,"Diesel","Individual","Manual","First Owner"
"3955",2007,400000,170000,"Diesel","Individual","Manual","First Owner"
"3956",2014,540000,110000,"Diesel","Individual","Manual","First Owner"
"3957",2017,350000,60000,"CNG","Individual","Manual","First Owner"
"3958",2011,360000,80000,"Diesel","Individual","Manual","Second Owner"
"3959",2014,300000,31000,"Petrol","Individual","Manual","First Owner"
"3960",2014,350000,100000,"Diesel","Individual","Manual","First Owner"
"3961",2016,650000,130000,"Diesel","Individual","Manual","First Owner"
"3962",2016,350000,20000,"Petrol","Individual","Manual","First Owner"
"3963",2017,700000,60000,"Diesel","Individual","Manual","First Owner"
"3964",2013,415000,102996,"Diesel","Individual","Manual","Second Owner"
"3965",2019,1460000,5000,"Diesel","Individual","Manual","First Owner"
"3966",2017,830000,35000,"Diesel","Individual","Manual","First Owner"
"3967",2018,430000,5000,"Petrol","Individual","Manual","Second Owner"
"3968",2017,850000,60000,"Diesel","Individual","Manual","First Owner"
"3969",2017,650000,70000,"Petrol","Individual","Manual","First Owner"
"3970",2008,120000,120000,"Diesel","Individual","Manual","Second Owner"
"3971",2016,730000,65100,"Diesel","Individual","Manual","Second Owner"
"3972",2019,525000,20000,"Petrol","Individual","Automatic","First Owner"
"3973",2015,600000,108000,"Diesel","Individual","Manual","First Owner"
"3974",2019,500000,15000,"Petrol","Individual","Manual","First Owner"
"3975",2009,150000,77000,"Petrol","Individual","Manual","First Owner"
"3976",2015,409999,18500,"Petrol","Individual","Manual","First Owner"
"3977",2016,625000,120000,"Diesel","Individual","Manual","First Owner"
"3978",2015,290000,15200,"Petrol","Individual","Manual","First Owner"
"3979",2015,500000,35000,"Petrol","Individual","Manual","First Owner"
"3980",2011,475000,80000,"Diesel","Individual","Manual","First Owner"
"3981",2013,190000,70000,"Petrol","Individual","Manual","First Owner"
"3982",2014,750000,80000,"Diesel","Individual","Manual","Second Owner"
"3983",2014,525000,120000,"Diesel","Individual","Manual","Second Owner"
"3984",2012,495000,82000,"Diesel","Individual","Manual","Third Owner"
"3985",2015,550000,60000,"Diesel","Individual","Manual","First Owner"
"3986",2012,595000,129000,"Diesel","Individual","Manual","Third Owner"
"3987",2015,550000,67000,"Diesel","Individual","Manual","First Owner"
"3988",2015,2000000,120000,"Diesel","Individual","Manual","First Owner"
"3989",2010,400000,120000,"Diesel","Individual","Manual","Fourth & Above Owner"
"3990",2015,500000,96500,"Diesel","Individual","Manual","First Owner"
"3991",2017,340000,52412,"Petrol","Dealer","Manual","First Owner"
"3992",2012,480000,85472,"Diesel","Dealer","Manual","First Owner"
"3993",2013,480000,87452,"Diesel","Dealer","Manual","Second Owner"
"3994",2018,750000,17000,"Diesel","Individual","Manual","First Owner"
"3995",2008,100000,66530,"Petrol","Individual","Manual","Second Owner"
"3996",2013,290000,40000,"Petrol","Individual","Manual","First Owner"
"3997",2015,425000,96500,"Diesel","Individual","Manual","First Owner"
"3998",2010,285000,79000,"Petrol","Individual","Manual","First Owner"
"3999",2016,625000,50000,"Diesel","Individual","Manual","First Owner"
"4000",2012,170000,60000,"Diesel","Individual","Manual","Second Owner"
"4001",2018,459999,35000,"Petrol","Individual","Manual","First Owner"
"4002",2015,450000,120000,"Diesel","Individual","Manual","First Owner"
"4003",2019,650000,10000,"Petrol","Individual","Automatic","First Owner"
"4004",2017,600000,15000,"Petrol","Individual","Manual","First Owner"
"4005",2013,178000,70000,"CNG","Individual","Manual","Second Owner"
"4006",2016,300000,5000,"Petrol","Individual","Manual","First Owner"
